training_id,grant_id,project_id,activity_id,location_id,period_id,facilitator_id,training_title,training_type,target_group,start_date,end_date,duration_days,planned_attendance,total_attendance,attendance_male,attendance_female,attendance_youth,attendance_pwd,total_cost,cost_currency,cost_per_participant,pre_assessment_avg,post_assessment_avg,knowledge_gain_pct,certificates_issued,venue,notes
TRN-2025-0355,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-07,STF-011,Conservation Agriculture,Technical,Community Leaders,2025-07-06,2025-07-10,5,100,88,52,36,48,2,16485000.0,TZS,187329.55,39.1,56.2,,0,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0356,GRT-2023-003,PRJ-2023-013,ACT-0077,LOC-ARU-001,FP-2025-06,STF-010,First Aid and Emergency Response,Awareness,Health Facility Staff,2025-06-04,2025-06-05,2,30,29,14,15,14,0,1806000.0,TZS,62275.86,39.9,57.8,17.9,29,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0357,GRT-2023-004,PRJ-2023-008,ACT-0031,LOC-MAN-002,FP-2025-03,STF-027,Reforestation and Tree Nursery Management,Leadership,Community Leaders,2025-03-16,2025-03-18,3,25,21,8,13,13,1,1224000.0,TZS,58285.71,52.1,75.4,23.3,21,Community Centre,Training delivered by government partner
TRN-2025-0358,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-04,STF-037,First Aid and Emergency Response,Leadership,Community Members,2025-04-23,2025-04-25,3,25,23,12,11,7,0,1873000.0,TZS,81434.78,52.2,69.9,17.7,0,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0359,GRT-2024-001,PRJ-2024-001,ACT-0041,LOC-MAN-001,FP-2025-07,STF-026,Improved Farming Techniques,Awareness,Cooperative Members,2025-07-02,2025-07-04,3,50,40,18,22,17,0,4564000.0,TZS,114100.0,33.4,71.3,37.9,0,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0360,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-11,STF-031,First Aid and Emergency Response,Awareness,Community Members,2025-11-24,2025-11-24,1,20,15,10,5,5,1,643000.0,TZS,42866.67,50.4,80.9,30.5,15,Community Centre,Training delivered by government partner
TRN-2025-0361,GRT-2021-001,PRJ-2023-007,ACT-0026,LOC-ARU-001,FP-2025-04,STF-035,Financial Literacy and Savings,Technical,Youth Women,2025-04-11,2025-04-15,5,20,19,11,8,7,0,2001000.0,TZS,105315.79,44.1,77.4,33.3,19,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0362,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-07,STF-018,Conservation Agriculture,Awareness,Youth Farmers,2025-07-11,2025-07-11,1,20,20,12,8,9,1,629000.0,TZS,31450.0,41.0,68.7,27.7,0,Community Centre,
TRN-2025-0363,GRT-2023-004,PRJ-2023-008,ACT-0034,LOC-MAN-002,FP-2025-02,STF-029,Climate Smart Agriculture Practices,Awareness,Extension Officers,2025-02-21,2025-02-22,2,80,66,35,31,20,0,5414000.0,TZS,82030.3,33.2,61.1,27.9,66,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0364,GRT-2024-003,PRJ-2024-005,ACT-0060,LOC-ARU-004,FP-2025-10,STF-014,Community Health Worker Basic Training,Financial Management,Village Health Workers,2025-10-19,2025-10-20,2,25,23,10,13,8,1,1185000.0,TZS,51521.74,30.2,53.4,23.2,0,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0365,GRT-2023-003,PRJ-2023-006,ACT-0021,LOC-KIL-001,FP-2025-06,STF-006,Financial Literacy and Savings,Awareness,Female Entrepreneurs,2025-06-17,2025-06-17,1,25,22,11,11,11,0,784000.0,TZS,35636.36,31.0,51.6,20.6,0,Government Office Meeting Room,Training delivered by internal staff
TRN-2025-0366,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-05,STF-023,Disaster Risk Reduction,Vocational,Community Leaders,2025-05-08,2025-05-12,5,50,38,22,16,24,0,3517000.0,TZS,92552.63,,89.4,37.4,38,School Hall,
TRN-2025-0367,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-06,STF-007,Nutrition Counselling,Awareness,Community Health Workers,2025-06-16,2025-06-16,1,40,35,23,12,18,1,1019000.0,TZS,29114.29,,70.8,33.4,35,Hotel Conference Room,
TRN-2025-0368,GRT-2024-001,PRJ-2024-007,ACT-0075,LOC-ARU-002,FP-2025-08,STF-039,Improved Farming Techniques,Awareness,Smallholder Farmers,2025-08-22,2025-08-26,5,30,25,8,17,7,1,3925000.0,TZS,157000.0,43.9,76.2,32.3,25,Government Office Meeting Room,
TRN-2025-0369,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-08,STF-013,Malaria Prevention and Treatment,Vocational,Village Health Workers,2025-08-15,2025-08-18,4,20,20,11,9,6,0,1571000.0,TZS,78550.0,44.6,62.7,18.1,20,School Hall,Training delivered by internal staff
TRN-2025-0370,GRT-2023-001,PRJ-2023-001,ACT-0002,LOC-KIL-001,FP-2025-11,STF-025,HIV AIDS Awareness,Leadership,Community Members,2025-11-18,2025-11-22,5,60,48,26,22,17,2,4342000.0,TZS,90458.33,39.4,68.7,29.3,48,Community Centre,Training delivered by external facilitator
TRN-2025-0371,GRT-2021-001,PRJ-2023-007,ACT-0026,LOC-ARU-001,FP-2025-08,STF-021,Leadership for Women,Vocational,Female Entrepreneurs,2025-08-24,2025-08-24,1,20,15,6,9,4,0,572000.0,TZS,38133.33,39.0,72.4,33.4,15,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0372,GRT-2023-003,PRJ-2023-013,ACT-0078,LOC-ARU-001,FP-2025-08,STF-037,WASH Behaviour Change,Awareness,Community Health Workers,2025-08-12,2025-08-13,2,100,75,41,34,24,3,3522000.0,TZS,46960.0,50.0,84.6,34.6,0,District Council Hall,
TRN-2025-0373,GRT-2023-002,PRJ-2023-004,ACT-0016,LOC-ARU-002,FP-2025-08,STF-035,School Management Training,Leadership,Education Officers,2025-08-18,2025-08-19,2,80,72,38,34,43,1,3815000.0,TZS,52986.11,40.1,66.2,26.1,72,Hotel Conference Room,Training delivered by government partner
TRN-2025-0374,GRT-2024-004,PRJ-2024-006,ACT-0066,LOC-MAN-002,FP-2025-02,STF-019,Water Harvesting Techniques,Financial Management,Extension Officers,2025-02-06,2025-02-08,3,80,73,29,44,39,0,4932000.0,TZS,67561.64,53.9,72.5,,0,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0375,GRT-2024-003,PRJ-2024-005,ACT-0059,LOC-ARU-004,FP-2025-01,STF-008,Malaria Prevention and Treatment,Technical,Health Facility Staff,2025-01-21,2025-01-23,3,40,38,15,23,19,1,3498000.0,TZS,92052.63,41.6,57.8,16.2,38,CDFT Training Centre,Training delivered by government partner
TRN-2025-0376,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-05,STF-029,Nutrition Counselling,Leadership,Community Members,2025-05-01,2025-05-01,1,60,45,15,30,21,2,1142000.0,TZS,25377.78,33.7,54.6,20.9,45,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0377,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-10,STF-024,Reporting and Referral Pathways,Technical,Community Leaders,2025-10-05,2025-10-07,3,40,34,17,17,19,1,3167000.0,TZS,93147.06,37.7,54.8,17.1,0,District Council Hall,Training delivered by internal staff
TRN-2025-0378,GRT-2023-003,PRJ-2023-006,ACT-0022,LOC-KIL-001,FP-2025-05,STF-016,Market Linkage Training,Financial Management,Youth Women,2025-05-04,2025-05-04,1,80,77,30,47,41,1,2925000.0,TZS,37987.01,50.9,80.6,29.7,77,Community Centre,Training delivered by internal staff
TRN-2025-0379,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-01,STF-007,Child Centred Learning Methods,Leadership,Teachers,2025-01-14,2025-01-16,3,25,21,11,10,12,1,2170000.0,TZS,103333.33,41.6,64.0,22.4,21,District Council Hall,Training delivered by internal staff
TRN-2025-0380,GRT-2024-003,PRJ-2024-005,ACT-0060,LOC-ARU-004,FP-2025-08,STF-014,HIV AIDS Awareness,Financial Management,Health Facility Staff,2025-08-01,2025-08-04,4,25,19,11,8,12,0,2630000.0,TZS,138421.05,,66.7,24.2,0,Community Centre,
TRN-2025-0381,GRT-2023-001,PRJ-2023-002,ACT-0007,LOC-KIL-002,FP-2025-01,STF-016,Community Health Worker Basic Training,Vocational,Health Facility Staff,2025-01-09,2025-01-10,2,30,26,10,16,8,0,1065000.0,TZS,40961.54,52.9,80.3,27.4,26,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0382,GRT-2024-001,PRJ-2024-001,ACT-0038,LOC-MAN-001,FP-2025-09,STF-014,Improved Farming Techniques,Leadership,Smallholder Farmers,2025-09-01,2025-09-04,4,60,53,18,35,30,0,4955000.0,TZS,93490.57,36.6,61.5,24.9,53,Community Centre,Training delivered by external facilitator
TRN-2025-0383,GRT-2024-002,PRJ-2024-004,ACT-0050,LOC-MAN-004,FP-2025-11,STF-005,Child Safeguarding and Protection,Awareness,Social Welfare Officers,2025-11-05,2025-11-06,2,50,41,14,27,22,2,3013000.0,TZS,73487.8,33.5,63.6,30.1,41,District Council Hall,Training delivered by external facilitator
TRN-2025-0384,GRT-2023-001,PRJ-2023-002,ACT-0008,LOC-KIL-002,FP-2025-06,STF-024,Malaria Prevention and Treatment,Financial Management,Health Facility Staff,2025-06-11,2025-06-11,1,40,37,17,20,14,0,1588000.0,TZS,42918.92,42.5,70.7,28.2,0,School Hall,Training delivered by internal staff
TRN-2025-0385,GRT-2023-001,PRJ-2023-002,ACT-0009,LOC-KIL-002,FP-2025-03,STF-033,First Aid and Emergency Response,Awareness,Health Facility Staff,2025-03-13,2025-03-15,3,25,25,16,9,13,1,1678000.0,TZS,67120.0,31.0,64.9,33.9,25,District Council Hall,
TRN-2025-0386,GRT-2024-001,PRJ-2024-001,ACT-0040,LOC-MAN-001,FP-2025-04,STF-019,Improved Farming Techniques,Awareness,Agro Dealers,2025-04-12,2025-04-12,1,20,15,8,7,7,0,427000.0,TZS,28466.67,36.8,69.4,32.6,15,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0387,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-07,STF-006,Inclusive Education,Vocational,School Administrators,2025-07-20,2025-07-23,4,100,89,46,43,27,0,10123000.0,TZS,113741.57,54.6,88.4,33.8,89,School Hall,
TRN-2025-0388,GRT-2023-001,PRJ-2023-002,ACT-0006,LOC-KIL-002,FP-2025-07,STF-021,WASH Behaviour Change,Technical,Village Health Workers,2025-07-24,2025-07-24,1,20,16,5,11,6,0,620000.0,TZS,38750.0,46.0,67.3,21.3,0,Community Centre,Training delivered by internal staff
TRN-2025-0389,GRT-2023-001,PRJ-2023-011,ACT-0062,LOC-MAN-001,FP-2025-01,STF-020,Nutrition Counselling,Awareness,Community Health Workers,2025-01-09,2025-01-10,2,80,66,34,32,26,0,3092000.0,TZS,46848.48,34.2,66.9,32.7,0,School Hall,Training delivered by government partner
TRN-2025-0390,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-01,STF-014,Teacher Pedagogy Training,Vocational,Education Officers,2025-01-22,2025-01-26,5,60,51,27,24,20,0,8161000.0,TZS,160019.61,31.1,55.1,24.0,51,CDFT Training Centre,
TRN-2025-0391,GRT-2023-002,PRJ-2023-012,ACT-0070,LOC-ARU-001,FP-2025-02,STF-022,Inclusive Education,Leadership,Parent Teachers Association Members,2025-02-13,2025-02-16,4,30,25,16,9,8,1,2060000.0,TZS,82400.0,40.1,56.5,16.4,25,Government Office Meeting Room,
TRN-2025-0392,GRT-2024-004,PRJ-2024-006,ACT-0065,LOC-MAN-002,FP-2025-03,STF-037,Conservation Agriculture,Awareness,Youth Farmers,2025-03-20,2025-03-23,4,40,33,13,20,19,0,5239000.0,TZS,158757.58,40.8,74.7,33.9,0,Community Centre,
TRN-2025-0393,GRT-2023-003,PRJ-2023-013,ACT-0077,LOC-ARU-001,FP-2025-05,STF-035,Nutrition Counselling,Vocational,Health Facility Staff,2025-05-18,2025-05-22,5,100,75,38,37,33,3,14926000.0,TZS,199013.33,44.5,84.0,39.5,75,District Council Hall,Training delivered by government partner
TRN-2025-0394,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-05,STF-008,Malaria Prevention and Treatment,Technical,Health Facility Staff,2025-05-05,2025-05-07,3,100,98,42,56,32,0,10932000.0,TZS,111551.02,36.6,71.2,34.6,98,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0395,GRT-2024-002,PRJ-2024-003,ACT-0046,LOC-ARU-003,FP-2025-08,STF-020,Case Management Procedures,Awareness,Social Welfare Officers,2025-08-09,2025-08-12,4,25,21,14,7,12,1,2149000.0,TZS,102333.33,45.7,69.3,23.6,21,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0396,GRT-2023-003,PRJ-2023-013,ACT-0081,LOC-ARU-001,FP-2025-03,STF-032,HIV AIDS Awareness,Vocational,Community Members,2025-03-20,2025-03-22,3,80,73,48,25,24,1,8736000.0,TZS,119671.23,44.9,67.1,22.2,0,School Hall,
TRN-2025-0397,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-09,STF-010,Malaria Prevention and Treatment,Financial Management,Health Facility Staff,2025-09-02,2025-09-03,2,60,45,29,16,18,1,2448000.0,TZS,54400.0,30.1,65.9,35.8,45,School Hall,
TRN-2025-0398,GRT-2023-001,PRJ-2023-001,ACT-0003,LOC-KIL-001,FP-2025-05,STF-032,Nutrition Counselling,Vocational,Village Health Workers,2025-05-11,2025-05-14,4,20,19,7,12,6,0,1575000.0,TZS,82894.74,45.6,85.1,39.5,0,Community Centre,Training delivered by internal staff
TRN-2025-0399,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-11,STF-008,Community Health Worker Basic Training,Technical,Community Health Workers,2025-11-09,2025-11-11,3,25,21,8,13,11,0,2540000.0,TZS,120952.38,37.5,68.2,30.7,21,District Council Hall,Training delivered by government partner
TRN-2025-0400,GRT-2023-005,PRJ-2023-010,ACT-0054,LOC-KIL-001,FP-2025-06,STF-015,Nutrition Counselling,Technical,Health Facility Staff,2025-06-03,2025-06-05,3,80,79,31,48,32,0,7136000.0,TZS,90329.11,36.3,58.5,22.2,0,School Hall,
TRN-2025-0401,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-05,STF-014,First Aid and Emergency Response,Financial Management,Health Facility Staff,2025-05-10,2025-05-10,1,30,26,17,9,10,1,1013000.0,TZS,38961.54,,49.5,17.6,0,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0402,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-01,STF-026,Disaster Risk Reduction,Financial Management,Community Leaders,2025-01-15,2025-01-15,1,25,22,8,14,8,0,827000.0,TZS,37590.91,30.8,62.8,32.0,0,Government Office Meeting Room,
TRN-2025-0403,GRT-2023-001,PRJ-2023-002,ACT-0007,LOC-KIL-002,FP-2025-10,STF-005,First Aid and Emergency Response,Technical,Village Health Workers,2025-10-02,2025-10-06,5,100,82,35,47,35,4,7523000.0,TZS,91743.9,43.8,77.0,33.2,82,Community Centre,Training delivered by external facilitator
TRN-2025-0404,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-11,STF-027,Post Harvest Handling,Leadership,Cooperative Members,2025-11-09,2025-11-13,5,60,55,19,36,35,0,7567000.0,TZS,137581.82,51.7,77.3,25.6,55,CDFT Training Centre,Training delivered by external facilitator
TRN-2025-0405,GRT-2023-003,PRJ-2023-013,ACT-0077,LOC-ARU-001,FP-2025-02,STF-028,Malaria Prevention and Treatment,Leadership,Health Facility Staff,2025-02-06,2025-02-10,5,40,34,22,12,11,0,3323000.0,TZS,97735.29,42.6,68.0,25.4,34,Community Centre,Training delivered by government partner
TRN-2025-0406,GRT-2024-004,PRJ-2024-006,ACT-0065,LOC-MAN-002,FP-2025-04,STF-017,Disaster Risk Reduction,Technical,Community Leaders,2025-04-12,2025-04-15,4,30,31,11,20,16,1,4240000.0,TZS,136774.19,39.7,58.2,18.5,31,School Hall,Training delivered by internal staff
TRN-2025-0407,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-05,STF-027,Climate Smart Agriculture Practices,Vocational,Youth Farmers,2025-05-24,2025-05-26,3,80,65,40,25,23,1,5507000.0,TZS,84723.08,45.2,69.0,23.8,65,Community Centre,Training delivered by government partner
TRN-2025-0408,GRT-2023-003,PRJ-2023-013,ACT-0077,LOC-ARU-001,FP-2025-10,STF-027,HIV AIDS Awareness,Leadership,Community Members,2025-10-08,2025-10-09,2,30,30,15,15,19,0,2526000.0,TZS,84200.0,50.5,66.8,16.3,0,CDFT Training Centre,
TRN-2025-0409,GRT-2024-002,PRJ-2024-004,ACT-0053,LOC-MAN-004,FP-2025-02,STF-008,Child Safeguarding and Protection,Awareness,Community Child Protection Committee Members,2025-02-21,2025-02-23,3,40,41,17,24,24,1,4363000.0,TZS,106414.63,52.1,90.7,38.6,41,School Hall,Training delivered by external facilitator
TRN-2025-0410,GRT-2023-002,PRJ-2023-004,ACT-0017,LOC-ARU-002,FP-2025-08,STF-018,School Management Training,Awareness,Teachers,2025-08-11,2025-08-11,1,25,19,10,9,6,1,424000.0,TZS,22315.79,53.1,86.2,33.1,0,School Hall,Training delivered by internal staff
TRN-2025-0411,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-06,STF-018,Community Based Child Protection,Leadership,Community Leaders,2025-06-12,2025-06-16,5,20,20,13,7,6,1,4103000.0,TZS,205150.0,39.0,56.2,17.2,20,Hotel Conference Room,
TRN-2025-0412,GRT-2023-002,PRJ-2023-012,ACT-0070,LOC-ARU-001,FP-2025-08,STF-019,Early Childhood Development,Technical,Education Officers,2025-08-26,2025-08-26,1,50,43,26,17,21,1,1659000.0,TZS,38581.4,45.7,62.1,16.4,43,Community Centre,Training delivered by government partner
TRN-2025-0413,GRT-2024-001,PRJ-2024-002,ACT-0042,LOC-KIL-004,FP-2025-04,STF-022,Market Information Systems,Vocational,Smallholder Farmers,2025-04-22,2025-04-26,5,30,26,11,15,12,1,4391000.0,TZS,168884.62,48.7,64.3,15.6,26,Government Office Meeting Room,
TRN-2025-0414,GRT-2023-002,PRJ-2023-012,ACT-0073,LOC-ARU-001,FP-2025-11,STF-020,Teacher Pedagogy Training,Awareness,School Administrators,2025-11-20,2025-11-24,5,40,35,14,21,16,1,3542000.0,TZS,101200.0,35.0,55.9,20.9,0,Community Centre,Training delivered by internal staff
TRN-2025-0415,GRT-2024-001,PRJ-2024-001,ACT-0039,LOC-MAN-001,FP-2025-01,STF-011,Cooperative Management,Technical,Extension Officers,2025-01-01,2025-01-03,3,25,20,13,7,12,0,1509000.0,TZS,75450.0,44.5,67.4,22.9,20,Government Office Meeting Room,
TRN-2025-0416,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-06,STF-035,Gender and Rights Awareness,Vocational,Women Group Members,2025-06-08,2025-06-08,1,30,22,10,12,9,1,472000.0,TZS,21454.55,34.1,59.1,25.0,22,Government Office Meeting Room,Training delivered by external facilitator
TRN-2025-0417,GRT-2023-003,PRJ-2023-006,ACT-0023,LOC-KIL-001,FP-2025-10,STF-038,Market Linkage Training,Technical,VSLA Members,2025-10-10,2025-10-14,5,25,24,10,14,14,1,5097000.0,TZS,212375.0,,77.3,35.1,0,School Hall,Training delivered by external facilitator
TRN-2025-0418,GRT-2023-004,PRJ-2023-009,ACT-0036,LOC-MAN-003,FP-2025-02,STF-035,Climate Smart Agriculture Practices,Technical,Community Leaders,2025-02-11,2025-02-13,3,20,18,8,10,7,0,1098000.0,TZS,61000.0,30.1,64.3,34.2,0,Hotel Conference Room,Training delivered by government partner
TRN-2025-0419,GRT-2024-003,PRJ-2024-005,ACT-0057,LOC-ARU-004,FP-2025-10,STF-038,HIV AIDS Awareness,Leadership,Health Facility Staff,2025-10-21,2025-10-25,5,60,47,30,17,18,2,4817000.0,TZS,102489.36,45.0,,37.8,0,Hotel Conference Room,
TRN-2025-0420,GRT-2023-001,PRJ-2023-001,ACT-0004,LOC-KIL-001,FP-2025-01,STF-039,First Aid and Emergency Response,Technical,Community Health Workers,2025-01-01,2025-01-05,5,80,77,34,43,43,3,8803000.0,TZS,114324.68,54.7,85.8,31.1,77,CDFT Training Centre,
TRN-2025-0421,GRT-2024-002,PRJ-2024-003,ACT-0046,LOC-ARU-003,FP-2025-07,STF-018,Child Safeguarding and Protection,Technical,Religious Leaders,2025-07-06,2025-07-10,5,80,81,37,44,37,1,12914000.0,TZS,159432.1,32.7,59.8,27.1,0,Hotel Conference Room,
TRN-2025-0422,GRT-2024-002,PRJ-2024-003,ACT-0047,LOC-ARU-003,FP-2025-11,STF-014,Case Management Procedures,Vocational,Religious Leaders,2025-11-02,2025-11-06,5,40,38,12,26,17,0,7719000.0,TZS,203131.58,,82.0,32.9,0,School Hall,
TRN-2025-0423,GRT-2024-002,PRJ-2024-004,ACT-0052,LOC-MAN-004,FP-2025-05,STF-012,Reporting and Referral Pathways,Technical,Community Child Protection Committee Members,2025-05-07,2025-05-09,3,20,17,9,8,6,1,1603000.0,TZS,94294.12,44.3,,17.6,17,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0424,GRT-2024-002,PRJ-2024-003,ACT-0046,LOC-ARU-003,FP-2025-04,STF-032,Case Management Procedures,Vocational,Social Welfare Officers,2025-04-10,2025-04-10,1,40,36,21,15,16,1,1482000.0,TZS,41166.67,32.4,48.8,16.4,36,Community Centre,Training delivered by internal staff
TRN-2025-0425,GRT-2024-002,PRJ-2024-003,ACT-0048,LOC-ARU-003,FP-2025-01,STF-028,Reporting and Referral Pathways,Technical,Social Welfare Officers,2025-01-05,2025-01-08,4,50,39,15,24,16,0,5079000.0,TZS,130230.77,44.3,65.6,21.3,39,Community Centre,
TRN-2025-0426,GRT-2023-002,PRJ-2023-012,ACT-0071,LOC-ARU-001,FP-2025-07,STF-031,Child Centred Learning Methods,Awareness,Teachers,2025-07-12,2025-07-12,1,20,17,6,11,7,0,704000.0,TZS,41411.76,38.7,55.0,16.3,17,Hotel Conference Room,
TRN-2025-0427,GRT-2023-003,PRJ-2023-013,ACT-0078,LOC-ARU-001,FP-2025-02,STF-007,Nutrition Counselling,Financial Management,Community Members,2025-02-14,2025-02-16,3,20,20,7,13,6,0,1995000.0,TZS,99750.0,49.1,70.9,,20,CDFT Training Centre,Training delivered by government partner
TRN-2025-0428,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-02,STF-023,Climate Smart Agriculture Practices,Awareness,Extension Officers,2025-02-05,2025-02-08,4,30,29,10,19,10,0,3230000.0,TZS,111379.31,39.6,56.9,17.3,29,Hotel Conference Room,Training delivered by internal staff
TRN-2025-0429,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-10,STF-022,Child Centred Learning Methods,Leadership,School Administrators,2025-10-14,2025-10-17,4,80,66,40,26,40,1,9971000.0,TZS,151075.76,48.9,76.6,27.7,66,Government Office Meeting Room,Training delivered by government partner
TRN-2025-0430,GRT-2021-001,PRJ-2023-007,ACT-0029,LOC-ARU-001,FP-2025-06,STF-040,Financial Literacy and Savings,Leadership,Youth Women,2025-06-21,2025-06-23,3,25,19,8,11,7,0,1128000.0,TZS,59368.42,47.4,82.6,,19,Community Centre,
TRN-2025-0431,GRT-2023-005,PRJ-2023-010,ACT-0056,LOC-KIL-001,FP-2025-02,STF-024,HIV AIDS Awareness,Technical,Community Health Workers,2025-02-20,2025-02-20,1,60,59,27,32,28,2,1632000.0,TZS,27661.02,51.9,74.0,22.1,0,Community Centre,
TRN-2025-0432,GRT-2022-003,PRJ-2023-003,ACT-0012,LOC-KIL-003,FP-2025-02,STF-015,WASH Behaviour Change,Financial Management,Community Health Workers,2025-02-23,2025-02-24,2,60,48,21,27,22,0,2355000.0,TZS,49062.5,40.4,62.7,22.3,48,Government Office Meeting Room,
TRN-2025-0433,GRT-2023-001,PRJ-2023-011,ACT-0063,LOC-MAN-001,FP-2025-09,STF-019,Community Health Worker Basic Training,Vocational,Community Health Workers,2025-09-07,2025-09-10,4,40,31,19,12,14,0,3516000.0,TZS,113419.35,44.3,,35.9,31,Hotel Conference Room,
TRN-2025-0434,GRT-2023-004,PRJ-2023-008,ACT-0033,LOC-MAN-002,FP-2025-11,STF-009,Conservation Agriculture,Vocational,Community Leaders,2025-11-22,2025-11-25,4,40,36,16,20,11,1,6270000.0,TZS,174166.67,46.4,84.8,38.4,36,CDFT Training Centre,Training delivered by government partner
TRN-2025-0435,GRT-2022-004,PRJ-2023-005,ACT-0019,LOC-KIL-001,FP-2025-01,STF-028,Early Childhood Development,Technical,Parent Teachers Association Members,2025-01-20,2025-01-22,3,50,49,20,29,20,2,5251000.0,TZS,107163.27,46.6,73.3,26.7,49,CDFT Training Centre,Training delivered by government partner
TRN-2025-0436,GRT-2024-001,PRJ-2024-001,ACT-0041,LOC-MAN-001,FP-2025-08,STF-027,Improved Farming Techniques,Financial Management,Cooperative Members,2025-08-23,2025-08-27,5,30,31,11,20,13,1,5029000.0,TZS,162225.81,54.8,93.1,38.3,31,CDFT Training Centre,Training delivered by internal staff
TRN-2025-0437,GRT-2023-005,PRJ-2023-010,ACT-0055,LOC-KIL-001,FP-2025-10,STF-027,First Aid and Emergency Response,Technical,Community Members,2025-10-05,2025-10-06,2,40,41,16,25,19,0,2351000.0,TZS,57341.46,37.9,61.5,23.6,41,District Council Hall,Training delivered by external facilitator
TRN-2025-0438,GRT-2024-004,PRJ-2024-006,ACT-0066,LOC-MAN-002,FP-2025-01,STF-009,Disaster Risk Reduction,Technical,Extension Officers,2025-01-26,2025-01-26,1,25,20,12,8,8,1,833000.0,TZS,41650.0,45.4,80.5,35.1,20,District Council Hall,Training delivered by internal staff
TRN-2025-0439,GRT-2024-001,PRJ-2024-007,ACT-0075,LOC-ARU-002,FP-2025-08,STF-040,Irrigation Management,Financial Management,Agro Dealers,2025-08-24,2025-08-27,4,80,76,25,51,24,2,8624000.0,TZS,113473.68,43.3,83.2,39.9,0,District Council Hall,Training delivered by government partner
TRN-2025-0440,GRT-2024-001,PRJ-2024-007,ACT-0074,LOC-ARU-002,FP-2025-09,STF-030,Improved Farming Techniques,Technical,Smallholder Farmers,2025-09-04,2025-09-04,1,50,49,28,21,30,0,1077000.0,TZS,21979.59,54.0,85.5,31.5,49,School Hall,
TRN-2025-0441,GRT-2024-001,PRJ-2024-007,ACT-0075,LOC-ARU-002,FP-2025-06,STF-007,Improved Farming Techniques,Vocational,Cooperative Members,2025-06-07,2025-06-07,1,30,28,15,13,12,0,637000.0,TZS,22750.0,36.5,69.1,32.6,0,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0442,GRT-2022-003,PRJ-2023-003,ACT-0014,LOC-KIL-003,FP-2025-08,STF-035,Nutrition Counselling,Awareness,Community Members,2025-08-05,2025-08-06,2,40,41,24,17,24,1,1886000.0,TZS,46000.0,35.6,63.6,28.0,41,Hotel Conference Room,Training delivered by external facilitator
TRN-2025-0443,GRT-2021-001,PRJ-2023-007,ACT-0030,LOC-ARU-001,FP-2025-04,STF-025,Financial Literacy and Savings,Leadership,Female Entrepreneurs,2025-04-06,2025-04-06,1,30,29,13,16,16,1,1084000.0,TZS,37379.31,31.8,57.7,25.9,0,District Council Hall,
